Codigo;Descripcion;Marca;Segmento
E940555;A-XERACALM A.D. CREMA200;A; 
E940898;A-YSTHEAL CREMA 30ML;A; 
E940925;A-YSTHEAL EMULSION 30ML N;A; 
E940934;AV YSTHEAL CT YX&LV 15ML;A; 
E940988;AV YSTHEAL CR 0.05 30ML F;A; 
E941179;A-COLD CREAM LECHECORP100; ; 
E941180;A-COLD CREAM GEL LIMP 100; ; 
E941414;K-SHAMPOO LINO 200ML;K; 
E941420;K-SPRAY LINO 125ML;K; 
E941700;D-SENSINOL SUERO 30ML;D; 
E942088;AV COUV MASCARA NOCHE 7ML;A; 
E942157;D-CREASTIM 2X30ML;D; 
EM2801;E-MALETIN EXTREME MICEUR;E; 
EXMO04;K-EXHIBIDOR MOST DUOS;K; 
FRITI01;F-FOLLETO rENE fURTERER;F; 
GCAR01;G-CARTULINA OPHYCEE;G; 
IB0007;INSUMO BOLSAS NEGRAS; ; 
IC0001;INSUMO CAJA 1; ; 
IC0002;INSUMO CAJA 2; ; 
IC0003;INSUMO CAJA 5; ; 
IC0004;INSUMO CAJA 0; ; 
IE0000;ETIQUETAS PROBADOR; ; 
IH0011;INSUMO PAPEL HIGIENICO PO; ; 
IL0013;INSUMO LIQUIDO MOOPS POR; ; 
IP0008;INSUMO PAPEL KRAFT; ; 
IT0012;INSUMO PAPEL TOALLA POR R; ; 
IX0005;INSUMO CINTA CANELA; ; 
IX0006;INSUMO CINTA ROJA; ; 
IY0009;INSUMO CINTAS PIERRE FABR; ; 
IY0010;INSUMO CINTAS SIN LOGO; ; 
IZ0014;INSUMO PLAYOS TRANSPARENT; ; 
IZ0015;INSUMO PLAYOS ROJOS; ; 
K-BB0200FOLL01; ; ; 
LAPF01;F-NICHO C/LAMP;F; 
LIBRO001;D-TRILOGIA DE ENF FOLICUL;D; 
NICA01;A-NICHO;A; 
NICD01;D-NICHO;D; 
NICF01;F-NICHO;F; 
P00524;P-MONITOR COLOR LCD TV FL; ; 
P00525;P-VIDEOMICROSCOPIO KOWA B; ; 
P00594;REGLETA FLEXIBLE 60CM; ; 
P00595;REGLETA FLEXIBLE 80CM; ; 
P00596;REGLETA FLEXIBLE 100CM; ; 
P00690;DEMOSTAND CONSEJERAS ESPE; ; 
P00769;EXH PISO GENERICO; ; 
P00814;ESTRUCTURA ARAÑA 1 08; ; 
P00815;ESTRUCTURA ARAÑA 2 08; ; 
P00816;COMPLEMENTOS ARAÑA 08; ; 
P00817;ALFOMBRAS ARAÑA 1 08; ; 
P00818;ALFOMBRAS ARAÑA 2 08; ; 
P00886;ESTRUCTURA DISPLAY X; ; 
P00899;CUADERNO BASE DE DATOS; ; 
P00961;TABLA DE CAMPO MM; ; 
P00962;KIT ENCUESTA;A; 
P01265;REGLETAS DERMO; ; 
P01266;DERMOANALIZADOR HKG; ; 
P01468;EXHIBIDOR MULTIMARCA ATA;A; 
P01514;EXHIBIDOR MULTIMARCA; ; 
P01530;PORTAFOLLETERO 10.7X17.5; ; 
P01531;PORTAFOLLETERO 10X13.7; ; 
P01532;PORTAFOLLETERO 14.5X16.3; ; 
P01621;FICHA DE DIAGNOSTICO DERM; ; 
P01676;REGLETA FLEX 100CMS; ; 
P01677;REGLETA FLEX 60CMS; ; 
P01793;GANCHO CHICO; ; 
P01931;EXHIBIDOR DE PISO GENERIC; ; 
P03060;ESTRUCTURA GRAFICOS PIERR; ; 
P03187;BLOCKS MULTIMARCAS EVENTO; ; 
P03306;CAJA REGALO NAVIDAD 2013; ; 
P03315;MAGAZINES EDICIONESPECIAL; ; 
PA0005;P-DUO PERCUTAFEINE 2003;PFS;PERCUTAFEINE
PA0006;A-DUO YSTHEAL CREMA 30 ML;A;ANTI-AGE
PA0012;A-DUO SOLAR CORPORAL 20B2;A;SOLAIRES
PA0013;A-DUO SOLAR GEL 60B60A;A;SOLAIRES
PA0014;A-DUO SOLAR CREMA 60B-60A;A;SOLAIRES
PA0022;A-DUO SOLAR CREMA 20B20A;A;SOLAIRES
PA0032;A-DUO CREMA NUT+DESMAQ;A;SOINS ESSENTIELS
PA0033;A-DUO MASCARILLA 50ML;A;SOINS ESSENTIELS
PA0034;A-DUO LINEA CABALLERO;A;HOMME
PA0035;A-DUO MOSAICOS;A;CORRECTEURS DU TEINT
PA0040;A-FICHA TECNICA COUVRANCE;A; 
PA0041;A-FICHA TECNICA TRIXERA;A; 
PA0043;A-FOLLETO HYDRANCE OPT;A; 
PA0044;A-FICHA T. CICALFATE;A; 
PA0045;A-FICHA TEC.COLD CREAM;A; 
PA0046;A-MEMENTO SOLARES 2004;A; 
PA0047;A-DUO TRIXERA+BARRA AL C;A;PEAUX SECHES
PA0049;A-DUO EMUL+STICK AL CC;A;PEAUX SECHES
PA0050;A-DUO DESMAQ OJOS+TRAT;A;SOINS ESSENTIELS
PA0051;A-DUO CR OPT ENR/CR MANOS;A;HYDRATATION
PA0054;A-PENDON SOLARES;A; 
PA0056;A-BOLSA CONGRESO;A; 
PA0061;A-DUO YSTHEAL GEL+CONT OJ;A;ANTI-AGE
PA0062;A-DUO BLOQ 60+STICK 20;A;SOLAIRES
PA0063;A-DUO BLOQ+CRL 50B-15A;A;SOLAIRES
PA0064;A-DUO HIDRANCE LIG+ATA;A;HYDRATATION
PA0081;A-COSMETIQUERA AZUL C/ASA;A; 
PA0082;A-COSMETIQUERA ROSA S/ASA;A; 
PA0083;A-BACK-PACK NARANJA;A; 
PA0084;A-BACK-PACK CLARO;A; 
PA0085;A-FOLLETO YSTHEAL;A; 
PA0086;A-FOLLETO TRAT.OJOS;A; 
PA0087;A-TRIPTICOS PIERRE FABRE;A; 
PA0091;A-FICHA T. TE/LPI-CPI;A; 
PA0092;A-FICHA T. AKERAT;A; 
PA0095;A-TOALLAS FACIALES;A; 
PA0096;A-TOALLA DE PLAYA;A; 
PA0097;A-GEL DESMAQ+ATA 50ML;A;SOINS ESSENTIELS
PA0098;A-YSTHEAL CR+ATA 50ML;A;ANTI-AGE
PA0099;A-KIT CR NUT COMPENSAD;A;SOINS ESSENTIELS
PA0101;A-BOLIGRAFOS CONGRESO;A; 
PA0102;A-SHOPPING BAG AVE 2005;A; 
PA0105;A-FICHA TECNICA ATA 04;A; 
PA0107;A-BOLSA DE PLAYA;A; 
PA0108;A-KIT BLOQ60+ATA+TOALLA;A;SOLAIRES
PA0109;A-KIT BLOQ50+ATA+TOALLA;A;SOLAIRES
PA0110;A-KIT BLOQ25+FLOTIS;A;SOLAIRES
PA0111;A-KIT CLEAN GEL200+LOC25;A;ANTI-SEBORRHEIQUES
PA0121;A-FLOTIS BEBE;A; 
PA0170;A-FOLLETO CONSUMIDOR;A; 
PA0178;A-BOLSA P-TOALL (COND);A; 
PA0179;A-KIT BOLSA TOALLA FAC;A; 
PA0197;A-FLYER CUIDADO DIARIO;A; 
PA0198;A-FLYER COLD CREAM;A; 
PA0199;A-FLYER COUVRANCE;A; 
PA0200;A-FLYER YSTHEAL;A; 
PA0201;A-FLYER CLEANANCE;A; 
PA0202;A-FLYER SOLARES;A; 
PA0203;A-FT DIACNEAL;A; 
PA0204;A-FLYER HYDRANCE;A; 
PA0205;A-FICHA CONSULTA DIACNEAL;A; 
PA0206;A-RESUMEN DIACNEAL;A; 
PA0212;A-MEMENTO MEDICO 2004;A; 
PA0213;A-EC RETINAL ANTIBACT;A; 
PA0214;A-EC RETINAL COMEDOLITICO;A; 
PA0215;A-KIT CLEAN LOC200+GEL25;A;ANTI-SEBORRHEIQUES
PA0217;A-BOLIGRAFO DIACNEAL;A; 
PA0218;A-BLOCK DIACNEAL;A; 
PA0219;A-FLYER ATA 2005;A; 
PA0220;A-FT YSTHEAL (TRIP);A; 
PA0233;A-BOLSA PROMO SOL NOV 04;A; 
PA0234;A-KIT YSTH CR+CONT OJOS;A;ANTI-AGE
PA0247;A-TARJETERO DIACNEAL;A; 
PA0250;A-AVENE NECESSAIRE COUVRA;A; 
PA0252;A-GUIA CAMUFL COUV;A; 
PA0260;A-FT COUVRANCE 05;A; 
PA0268;A-MALETA DE PLAYA;A; 
PA0269;A-FICHA TECNICA SOLARES05;A; 
PA0270;A-KIT PROTECCION SOLAR AV;A;SOLAIRES
PA0273;A-FICHA TECNICA CICALFATE;A; 
PA0279;A-FICHA TECNICA ACNE;A; 
PA0281;A-EXHIBIDOR COUVRANCE;A; 
PA0291;A-DUO CLEANANCE K;A;ANTI-SEBORRHEIQUES
PA0296;A-BANDA PARA EL CABELLO;A; 
PA0297;A-CUIDADO PIEL GRASA;A;ANTI-SEBORRHEIQUES
PA0304;A-CAJA ESTUCHE CLEANANCE;A; 
PA0318;A-BOLSO CILINDRO AVENE;A; 
PA0321;A-CUARZO ROSA YSTHEAL;A; 
PA0322;A-ESTUCHE PLASTICO DE REG;A; 
PA0323;A-KIT YSTHEAL;A;ANTI-AGE
PA0324;A-BLOCK FALTANTE FARMACIA;A; 
PA0325;A-KIT NAVIDAD SOLARES;A;SOLAIRES
PA0329;A-REGALO MAGNO EVENTO AVE;A; 
PA0339;A-EXHIBIDOR MOSTRADOR AVE; ; 
PA0340;A-EXHIBIDOR MOSTRADOR SOL;A; 
PA0345;A-FOLLETO CONSUMIDOR AVE;A; 
PA0346;A-MEMENTO MEDICO AVENE;A; 
PA0347;A-BOLSA PLASTICO AVENE;A; 
PA0348;A-BOLSA PLASTICO SOLARES;A; 
PA0349;A-BOLSA PLASTICO COUVRANC;A; 
PA0350;A-PLUMA C/BASE Y POST IT;A; 
PA0351;A-PLUMA SOLARES AVENE;A; 
PA0352;A-FOLLETO COUVRANCE;A; 
PA0353;A:FOLLETO SOLARES CONSUM;A; 
PA0354;A-COSMETIQUERA BLANCA AVE;A; 
PA0359;A-SILLON INFLABLE SOLARES;A; 
PA0370;A-RELOJ ELUAGE AVENE;A; 
PA0379;A:FOLLETO ELUAGE CONSUM;A; 
PA0381;A: FICHA TÉCNICA ELUAGE;A; 
PA0382;A:MONOGRAFÍA ELUAGE;A; 
PA0386;A BOLSA TOALLA AVENE;A; 
PA0389;A:BOTADERO AVENE;A; 
PA0393;A-FICHA TECNICA ATA;A; 
PA0396;A: SHOPPING BAG AVE 06;A; 
PA0404;A-KIT BLOQ GEL 50+ATA50ML;A;SOLAIRES
PA0405;A-KIT LANZAMIENTO ELUAGE;A;ANTI-AGE
PA0406;A-MALETA ELUAGE MEXICO;A; 
PA0407;A-MASCADA YSTHEAL;A; 
PA0408;A-CAJA PROMO GEL 50+ATA50;A; 
PA0414;ARCHIVERO AVENE;A; 
PA0415;A: DIPTICO ELUAGE-YSTHEAL;A; 
PA0416;A: KIT BIENVENIDA;A;EAU THERMALE
PA0419;A-BLOCK AVENE;A; 
PA0421;A:EXHIBIDOR PIE SOLARES;A; 
PA0424;A-FT ATA POST-ACTOS;A; 
PA0425;A:FOLLETO MANDAMIENTOS SO;A; 
PA0426;A-FAJILLA PREMIO ELUAGE-M;A; 
PA0427;A:DIP. ELUAGE-YSTHEAL MÉD;A; 
PA0431;A-FT IRRITACIONES IATROGE;A; 
PA0432;A:FOLDER ELUAGE;A; 
PA0437;A-FT GAMA SOLARES;A; 
PA0438;A-AYUDA VISUAL GAMA SOLAR;A; 
PA0439;A-CÁMARA SOLARES;A; 
PA0441;A-BLOCK FALTATNE CLEANANC;A; 
PA0442;A:AV CLEANANCE 2006;A; 
PA0443;A-FT CELANANCE 2006;A; 
PA0444;A-CARTERA TC AVENE;A; 
PA0445;A-KIT DE BROCHAS COUVRANC;A; 
PA0446;A-FOLLETO CONSUMIDOR CLEA;A; 
PA0448;A-PLUMA CLEANANCE;A; 
PA0449;A:EXHIBIDOR TALLER COUVRA;A; 
PA0450;A: ESPEJOS COUVRANCE;A; 
PA0451;A: ESPATULAS COUVRANCE;A; 
PA0452;A: QUESITOS COUVRANCE;A; 
PA0453;A: ALGODON COUVRANCE;A; 
PA0454;A: BABEROS COUVRANCE;A; 
PA0455;A: BANDAS P CABELLO COUVR;A; 
PA0456;A: CAJA DE KLEENEX; ; 
PA0460;A-KIT REGALO COUVRANCE;A; 
PA0461;A-FOLLETO CUIDADOS BASICO;A; 
PA0462;A-FOLLETO SUERO;A; 
PA0463;A-FT SUERO;A; 
PA0464;A: DANGLER COUVRANCE;A; 
PA0465;A-CAJAS PROMO CAMARA DESE;A; 
PA0466;A-KIT CAMARA DESECHABLE;A;SOLAIRES
PA0468;A-DANGLER SUERO;A; 
PA0469;A-PINZAS ADSON;A; 
PA0473;A-AYUDA VISUAL TRIXERA;A; 
PA0474;A-FOLLETO CICALFATE;A; 
PA0476;A: EST ERUPCIONES LUMINOS;A; 
PA0477;A: EST LUPUS ERITEMATOSO;A; 
PA0479;A-FOLLETO SACHET COUVRANC;A; 
PA0480;A-AYUDA VISUAL COUVRANCE;A; 
PA0481;A-GUIA DE CAMUFLAJE NVO;A; 
PA0482;A-FT COUVRANCE;A; 
PA0483;A-KLEENEX SOLARES;A; 
PA0489;ESTUDIO DIACNEAL;A; 
PA0493;A-TARJETON AKERAT;A; 
PA0498;A-KIT ELUAGE CREMA+ATA 50;A;ANTI-AGE
PA0499;A-CAJA ELUAGE;A; 
PA0500;A-PLUMA CAMPAÑA SOLARES; ; 
PA0501;A-PORTA PLUMAS CAMPAÑA SO; ; 
PA0502;A-BOTON CAMPAÑA SOLARES;A; 
PA0503;A-CALCULADORA CAMPAÑA SOL;A; 
PA0505;A-TAPETE DISPENSER AVENE;A; 
PA0507;A-DERMOANALIZADOR AVENE;A; 
PA0510;A-STOPPER ELUAGE CUERPO;A; 
PA0511;A-ESTUDIO CLINICO ELUAGE;A; 
PA0512;A-FT ELUAGE CUERPO;A; 
PA0513;A-RESPALDO COUVRANCE;A; 
PA0514;A-FOLLETO ANTI-EDAD 2007;A; 
PA0515;A-ABATELENGUAS;A; 
PA0516;A-CAJA PROMO BLOQ CREMA 5;A; 
PA0517;A-PORTA FOLLETOS COUVRANC;A; 
PA0526;A-LIBRO NUESTRA FELICIDAD;A; 
PA0527;A-GRAN LAMA 2 CARAS ELUAG;A; 
PA0528;A-GRAN LAMA 2 CARAS SOLAR;A; 
PA0535;A-KIT BLOQ CREMA 50+ATA50;A;SOLAIRES
PA0539;A- DVD DERMATITIS ATOPICA;A; 
PA0540;A- DVD DIALOGOS EN CONFIA;A; 
PA0543;A-EXHIBIDOR MOSTRADOR;A; 
PA0548;A-FICHA TEC CLEANANCE40;A; 
PA0550;A-FLYER HIDRATACIÓN;A; 
PA0552;A-FLYER VENTA EXHIBIDOR;A; 
PA0553;A-FOLLETO AUTO-EXP SOLAR;A; 
PA0554;A-BLOCK CONSEJOS SOLARES;A; 
PA0555;A-DIPTICO HOMBRES 2007;A; 
PA0556;A-DIPTICO ELUAGE CUERPO;A; 
PA0557;A-FOLL CONSUM CLEARANCE;A; 
PA0558;A-LIBRO PEQUEÑO AVENE;A; 
PA0564;A-DANGLER NECESER CUIDADO;A; 
PA0566;A-FT CONFORT COUVRANCE;A; 
PA0568;A-FLYER GESTOS ATA;A; 
PA0569;A-FT SPRAY 40VM;A; 
PA0570;A-FT SPRAY 40 NIÑOS;A; 
PA0571;A-EST CLINICO PROTOCOLO E;A; 
PA0573;A-DIPTICO COUVRANCE CONFO;A; 
PA0574;A-FT TRIXERA 07;A; 
PA0575;A-CINTURON TRIXERA 400;A; 
PA0577;A-BLOCK CONSEJO CUIDADOS;A; 
PA0580;A: PLUMA AVENE 2007;A; 
PA0581;A: LINEAL HOMBRE;A; 
PA0587;A-CABALLETE SOLARES 07;A; 
PA0588;A-MALETA CLEANANCE 07;A; 
PA0589;A: BOLSA ELUAGE REGALO;A; 
PA0590;A-ADV CONSEJERAS SOLARES;A; 
PA0592;A-AYUDA VISUAL DIROSEAL07;A; 
PA0593;A-KIT PLAYA NIÑOS 07;A; 
PA0604;A-FT DIACNEAL 07;A; 
PA0605;A-BLOCK DIAGNOSTICA AVENE;A; 
PA0609;A-FT DIROSEAL 07;A; 
PA0610;A-POSTER ELUAGE;A; 
PA0612;A-EXHIBIDOR DE MOSTRADOR;A; 
PA0617;A- AV CICALFATE 07;A; 
PA0618;A-FT CICALFATE CREMA;A; 
PA0619;A-FT CICALFATE LOCION;A; 
PA0620;A-STOPPER HYDRANCE;A; 
PA0621;A-ADV CLENANCE 07;A; 
PA0622;A-FT CLEANANCE LOCION 07;A; 
PA0623;A-FT CLENANCE K 07;A; 
PA0624;A-FT CLEAN AC 07;A; 
PA0630;A-FOLLETO PDV CLENANCE 07;A; 
PA0637;A-BLOCK DE FALTANTE ANTIE;A; 
PA0639;A-BROCHAS TALLERES COUV;A; 
PA0644;A-CABALLETE CLENANCE 07;A; 
PA0645;A-PORTA RECETARIO CLENANC;A; 
PA0649;A-KIT YSTHEAL/RELOJ AV;A;ANTI-AGE
PA0652;A-HILO DE SUTURA CICALFAT;A; 
PA0658;A-FICHA DE ALTA EXHIBIDOR;A; 
PA0660;A-FT YSTHEAL 2007;A; 
PA0663;A-POSTER CICALFATE;A; 
PA0667;A-FT LECHE MINERAL FPS50;A; 
PA0668;A-PLANEADOR AGENDA 08;A; 
PA0675;A-EXHIBIDOR AVENE TERMAL;A; 
PA0676;A-POSTER ANTI-EDAD;A; 
PA0677;A-FT LOCION MICELAR;A; 
PA0681;A-EST CLIN DIACNEAL MEX;A; 
PA0682;A-KIT CREMA MANOS CC;A;PEAUX SECHES
PA0683;A-KIT BLOQ GEL 50+ATA 50M;A;SOLAIRES
PA0687;A-FT AKERAT 07;A; 
PA0688;A-FOLLETO CONSUMIDOR CC07;A; 
PA0705;A-DANGLER PROMO BROCHAS C;A; 
PA0713;A-KIT BLOQ CR 50+ ATA;A;SOLAIRES
PA0724;A-ETIQUETA PROMO TRIXERA;A; 
PA0727;A-PLUMA SOLARES08;A; 
PA0734;A-CRAYOLAS SOLARES 2008;A; 
PA0735;A-PORTA CD SOLARES 2008;A; 
PA0739;A-PEQUEÑO AVENE No.2;A; 
PA0740;A-KIT TRIXERA INVIERNO;A;PEAUX SECHES
PA0741;A-PULSERA CAMPAÑA SOLARES;A; 
PA0746;A-BOLSA DE PAPEL SOLARES;A; 
PA0747;A-SHOPPING BAG COUVRANCE; ; 
PA0748;A-SHOPPING BAG ELUAGE;A; 
PA0754;A-CHUPON VITRINA;A; 
PA0755;A-LINEAR VERTICAL;A; 
PA0758;A-BOLSAS 2 EN 1 SOLARES;A; 
PA0759;A-FOLLETO 10 MANDAMIENTOS;A; 
PA0765;A-LISTON COUVRANCE;A; 
PA0770;A-DOMINO PEQUEÑO AVENE;A; 
PA0772;A-GORRAS AVENE;A; 
PA0773;A-FOLLETO LUNAR O MELANOM;A; 
PA0781;A-FOLLETO LOCION MICELAR;A; 
PA0792;A-DANGLER LOCION MICELAR;A; 
PA0804;A-PULSERA DE PLATA AVENE;A; 
PA0805;A-KIT YSTHEAL PULS 08;A;ANTI-AGE
PA0806;A-CAJA KIT YSTHEAL PULS08;A; 
PA0809;A-POSTER ELUAGE INT.08;A; 
PA0810;A-GLORIFICADOR AVENE 08;A; 
PA0811;A-IMAGENES COUV-EPITH 08;A; 
PA0824;A-FOLLETO ANTI-EDAD;A; 
PA0825;A-FOLLETO CONSUM SOL 08;A; 
PA0827;A-MEMENTO SOLARES 08;A; 
PA0828;A-CIRCULO CONSEJO SOLARES;A; 
PA0830;A-FOLLETO ABCDE SOLARES;A; 
PA0831;A-DANGLER SOLARES AVE 08;A; 
PA0832;A-FT SOLARES AVENE 08;A; 
PA0833;A-POSTER ELUAGE GEL INYAH;A; 
PA0834;A-AV CDB SOLARES 08;A; 
PA0835;A-POSTER CON UN LUNAR;A; 
PA0836;A-CABALLETE CON UN LUNAR;A; 
PA0843;A-KIT PIEL SECA 08;A;SOINS ESSENTIELS
PA0844;A-KIT PIEL MIXTA 08;A;ANTI-SEBORRHEIQUES
PA0845;A-KIT PIEL GRASA 08;A;ANTI-SEBORRHEIQUES
PA0846;A-KIT PIEL ENROJECIDA 08;A;SOINS ANTI-ROUGEURS
PA0847;A-KIT OJOS 08;A;SOINS ESSENTIELS
PA0848;A-ATA 300M + 0BS ATA 50ML;A;EAU THERMALE
PA0853;A-EXHIBIDOR COUV CROMATIC;A; 
PA0854;A-EXHIBIDOR COUV PATOLOGI;A; 
PA0856;A-PARASOL SOLARES 08;A; 
PA0860;EXH MOSTRADOR CUIDADOS;A; 
PA0861;A-COSMETIQUERA PIEL SECA;A; 
PA0862;A-COSMETIQUERA PIEL MIXTA;A; 
PA0863;A-COSMETIQUERA PIEL GRASA;A; 
PA0864;A-COSMETIQUERA OJOS;A; 
PA0865;A-FT CUID ESENCIALES;A; 
PA0866;A-DERMOGUIA CICATRIZACION;A; 
PA0867;A- GUIA PRES SOLARES 08;A; 
PA0873;A-AV ELUAGE GEL INYEC AH;A; 
PA0874;A- FT ELUAGE GEL 2008;A; 
PA0875;A-VADEMECUM SENSI CUTANEA;A; 
PA0878;A-KIT DUO BARRA CC+JAB;A;PEAUX SECHES
PA0879;A-KIT DUO CR MANOS CC;A;PEAUX SECHES
PA0891;A-ESTUCHE MTRAS CUID ESE;A; 
PA0906;A-FOLLETO CUID ESENCIALES;A; 
PA0907;A-FT TRIXERA PLUS+ SELEC;A; 
PA0911;A-CANGURERA CLEANANCE 08;A; 
PA0912;A-JABONERA AVENE 08;A; 
PA0914;A-VOLANTE PROMO CLENANCE;A; 
PA0915;A-BLOCK COD DE MAYOR SOLA;A; 
PA0916;A-BLOCK PRESCRIP SOLARES;A; 
PA0917;A-DIPTICO CORTE DE PIEL;A; 
PA0918;A-VADEMECUM ACNE;A; 
PA0919;A-FT NOVEDADES COUVRANCE;A; 
PA0920;A-FOLLETO COUVRANCE;A; 
PA0921;A-CUADRO CONSEJOS ESENCIA;A; 
PA0922;A-DERMOGUÍA IMPER CUTANEA;A; 
PA0933;A-AV CBD ACNE;A; 
PA0937;A-TEST PIEL SENSIBLE;A; 
PA0939;A-EXH MOSTRADOR PIEL SECA;A; 
PA0940;A-AV TRIXERA+ SELECT 08;A; 
PA0941;A-AV AKERAT S;A; 
PA0944;A-KIT CR/TIN 50+ATA 50ML;A;SOLAIRES
PA0948;A-POSTER DDC ESPALDA MTY;A; 
PA0949;A-POSTER DDC LUNARES MTY;A; 
PA0950;A-FLYER CANCER PIEL MTY;A; 
PA0951;A-TRIPTICO CANCER PIEL 08;A; 
PA0954;A-CUBO COLD CREAM 08;A; 
PA0955;A-CUBO TRIXERA + 08;A; 
PA0956;A-AV SOLARES AVENE 08;A; 
PA0963;A-DISPENSER COUVRANCE 08;A; 
PA0964;A-EXH MOSTRADOR COUV 08;A; 
PA0974;A-KIT ESTUCHE LAPICES COU;A; 
PA0976;A-STICKERS CLEANANCE ELLE;A; 
PA0981;A-EXHB STICK COLD CREAM;A; 
PA0988;A-PORTAFOLLETOS VM AVE;A; 
PA0990;A-DOSSIER CIENT TRIXERA+;A; 
PA0991;A-FT AKERAT S;A; 
PA0992;A-CALENDARIO AVENE 2009;A; 
PA0994;A-FOLLETO COLD CREAM 09;A; 
PA0995;A-FOLLETO HYDRANCE 09;A; 
PA1003;A-EXH PISO SOLARES 2009;A; 
PA1004;A-CAJA SOL 09 CR C/COLOR;A; 
PA1005;A-CAJA SOL 09 GEL;A; 
PA1006;A-POSTER AKERAT S 09;A; 
PA1007;A-FT HYDRANCE NVA GEN;A; 
PA1009;A-CIRC CROMATICO COUV 09;A; 
PA1011;A-PORTA PLUMAS SOLARES 09;A; 
PA1015;A-PLUMA SOLARES AVENE 09;A; 
PA1016;A-COSM SOLARES AVENE 09;A; 
PA1017;A-CABALLETE LUNARES AV 09;A; 
PA1018;A-REGLA CAL SOLARES AV 09;A; 
PA1023;CUBO SOLARES;A; 
PA1034;A-TESTER GLORIF AVENE 09;A; 
PA1037;A-FICHA TECNICA AV 09;A; 
PA1040;A-CLAS ACTIVOS FOTOP;A; 
PA1041;A-SHOPPING BAG GESTOS 09;A; 
PA1043;A-CUBO ELUAGE CONTORNO OJ;A; 
PA1044;A-FT SOLARES AV PED 09;A; 
PA1045;A-CINTILLO GESTO ATA 300M;A; 
PA1046;A-FLYER GESTOS ATA09;A; 
PA1047;A-DANGLER GESTOS ATA;A; 
PA1048;A-FOLL ELUAGE CONT OJOS;A; 
PA1049;A-FT ELUAGE CONT OJOS 09;A; 
PA1051;A-FOLLETO ELUAGE 09;A; 
PA1052;A-CINTILLO GESTO ATA 150M;A; 
PA1058;A-EXH DE PISO PIEL SEN;A; 
PA1070;A-TARJETON PIEL INT 09;A; 
PA1075;A-FT PIEL INTOLERANTE 09;A; 
PA1080;A-KIT TX PIEL GRASA 09;A;ANTI-SEBORRHEIQUES
PA1081;A-KIT TX GRANOS PTOS 09;A;ANTI-SEBORRHEIQUES
PA1092;A-FOLLETO CLEANANCE MUEST;A; 
PA1095;A-FOLLETO CASO ANITA;A; 
PA1096;A-EXH MOSTRADOR ACNE 09;A; 
PA1098;A-CUBO ACNE 09;A; 
PA1099;A-TOTEM ACNE 09;A; 
PA1100;A-CAJA COMPRESAS FACIALES;A; 
PA1101;A-GANCHOS VERANO AV 09;A; 
PA1108;A-POSTER SOLARES 09;A; 
PA1109;A-BLOCK 10 MANDAMIENTOS09;A; 
PA1114;A-PLAN PERSONAL BELLEZA;A; 
PA1115;A-CINTILLO SOLARES MALETA;A; 
PA1116;A-GEL DESINFECTANTE AV;A; 
PA1117;A-GUANTES DESECHABLES;A; 
PA1119;A-TRIPTICO ANITA;A; 
PA1123;A-POSTER CDB ANTI EDAD 09;A; 
PA1135;EXH PISO ATA09;A; 
PA1136;EXH PISO CLENANCE09;A; 
PA1144;A-BLOCK SOLARES PEDIATRIA;A; 
PA1146;A-FT ELUAGE/YSTHEAL 2009;A; 
PA1147;A-FT ATALICHEN PLANOBUCAL;A; 
PA1148;A-FT INDICACIONES ATA;A; 
PA1149;A-BLOCK PRESCRIP SOLARES;A; 
PA1153;A-KIT YSTHEAL CREMA 09;A;ANTI-AGE
PA1154;A-KIT YSTHEAL EMULSION 09;A;ANTI-AGE
PA1155;A-KIT YSTHEAL CONT OJOS09;A;ANTI-AGE
PA1156;A-KIT ELUAGE CREMA 09;A;ANTI-AGE
PA1157;A-KIT ELUAGE GEL 09;A;ANTI-AGE
PA1158;A-KIT YSTHEAL+HYDRANCE 09;A;ANTI-AGE
PA1159;A-KIT INVIERNO 09;A;PEAUX SECHES
PA1163;A-FUNDA YSTHEAL CONT OJOS;A; 
PA1164;A-FUNDA YSTHEAL EMULSION;A; 
PA1165;A-FUNDA YSTHEAL CREMA;A; 
PA1166;A-FUNDA ELUAGE GEL;A; 
PA1167;A-FUNDA ELUAGE CREMA;A; 
PA1168;A-FUNDA ELUAGE CONT OJOS;A; 
PA1169;A-FUNDA ELUAGE CUERPO;A; 
PA1185;A-GIMMICK DIACNEAL 09;A; 
PA1186;A-FT NOVEDADES COUV 09;A; 
PA1187;A-FOLLETO COUVRANCE 09;A; 
PA1188;A-FT CLEANANCE+COUV 09;A; 
PA1190;A-VOLANTE CLEANANCE GEL;A; 
PA1193;A-FOLDER ATA FICHA TECN;A; 
PA1196;A-FOLLETO PETITE PRINCESS;A; 
PA1198;A-KIT BLOQ 50+ CREMA ATA1;A;SOLAIRES
PA1199;A-KIT BOOSTER SOLARES 10;A;SOLAIRES
PA1204;A-FT TRIXERA+ BALSAMO;A; 
PA1205;A-ROLL UP CE DERMA;A; 
PA1206;A-ROLL UP CE SAN PABLO;A; 
PA1207;A-STICKER CONT OJOS DER E;A; 
PA1208;A-STICKER CONT OJOS DER L;A; 
PA1209;A-KIT COFRE PIEL MORENA;A; 
PA1218;A-STICKER DERMA OJOS SP L;A; 
PA1219;A-STICKER DERMA OJOS SP E;A; 
PA1220;A-TARJETON CLEANANCE PED;A; 
